person_id,name,party,start_date,end_date
19551133,이명수,선진통일당,,2012-05
19571150,박성호,새누리당,,2012-04
1957139,김기준,민주통합당,,2012-04
19631115,이상직,민주통합당,,2012-04
1960217,최민희,민주통합당,,2012-04
1968139,조경태,열린우리당,2007-07,2004-04
1968139,조경태,무소속,,2007-07
1968139,조경태,대통합민주신당,2008-02,2007-08
1968139,조경태,통합민주당,2008-07,2008-02
1968139,조경태,민주당,2011-12,2008-07
1968139,조경태,민주통합당,,2011-12
19421169,최봉홍,새누리당,,2012-04
1966167,정문헌,한나라당,,2004-04
1966167,정문헌,한나라당,2008-05,2004-05
1966167,정문헌,새누리당,,2012-04
1969132,박홍근,민주통합당,,2012-04
19551144,김우남,열린우리당,2007-06,2004-04
19551144,김우남,무소속,,2007-06
19551144,김우남,대통합민주신당,2008-02,2007-08
19551144,김우남,통합민주당,2008-07,2008-02
19551144,김우남,민주당,2011-12,2008-07
19551144,김우남,민주통합당,,2011-12
1966170,김윤덕,민주통합당,,2012-04
19571128,오병윤,통합진보당,,2012-04
19481123,정의화,신한국당,1997-11,1996-04
19481123,정의화,한나라당,2012-02,1997-11
19481123,정의화,새누리당,,2012-02
19571120,이진복,무소속,,2008-04
19571120,이진복,한나라당,2012-02,2008-07
19571120,이진복,새누리당,,2012-02
1964174,김도읍,새누리당,,2012-04
19581111,이상민,열린우리당,2007-08,2004-04
19581111,이상민,대통합민주신당,2008-02,2007-08
19581111,이상민,통합민주당,2008-03,2008-02
19581111,이상민,자유선진당,2011-12,2008-03
19581111,이상민,민주통합당,,2011-12
19581111,이상민,무소속,,2011-12
19461128,안덕수,새누리당,,2012-04
19491115,이현재,새누리당,,2012-04
195027,이미경,통합민주당,1997-11,1996-04
195027,이미경,한나라당,1999-10,1997-11
195027,이미경,새천년민주당,2003-10,2000-02
195027,이미경,열린우리당,2007-06,2003-11
195027,이미경,무소속,,2007-06
195027,이미경,대통합민주신당,2008-02,2007-08
195027,이미경,통합민주당,2008-07,2008-02
195027,이미경,민주당,2011-12,2008-07
195027,이미경,민주통합당,,2011-12
19531101,김한길,새정치국민회의,1999-03,1996-00
19531101,김한길,새천년민주당,2000-10,2000-01
19531101,김한길,열린우리당,2007-02,2003-11
19531101,김한길,무소속,,2007-02
19531101,김한길,중도개혁통합신당,2007-06,2007-05
19531101,김한길,중도통합민주당,2007-08,2007-06
19531101,김한길,무소속,,2007-08
19531101,김한길,대통합민주신당,2008-02,2007-08
19531101,김한길,통합민주당,2008-05,2008-02
19531101,김한길,민주통합당,,2012-04
1970129,박원석,통합진보당,,2012-04
19621102,원유철,새누리당,,2012-02
19621102,원유철,통일민주당,1990-02,
19621102,원유철,민주자유당,,1990-02
19621102,원유철,무소속,,1996-04
19621102,원유철,신한국당,1997-11,1996-04
19621102,원유철,국민신당,1998-08,1997-11
19621102,원유철,새정치국민회의,2000-01,1998-09
19621102,원유철,새천년민주당,2002-11,2000-01
19621102,원유철,한나라당,2012-02,2002-11
1950181,정세균,민주당,1995-00,
1950181,정세균,새정치국민회의,2000-01,1996-04
1950181,정세균,새천년민주당,2003-09,2000-01
1950181,정세균,열린우리당,2007-08,2003-11
1950181,정세균,대통합민주신당,2008-02,2007-08
1950181,정세균,통합민주당,2008-07,2008-02
1950181,정세균,민주당,2011-12,2008-07
1950181,정세균,민주통합당,,2011-12
1956212,박혜자,민주통합당,,2012-04
19541102,신계륜,신민주연합당,1991-09,1991-04
19541102,신계륜,민주당,,1991-09
19541102,신계륜,새정치국민회의,2000-01,1995-09
19541102,신계륜,새천년민주당,2003-09,2000-01
19541102,신계륜,열린우리당,2007-08,2004-05
19541102,신계륜,민주통합당,,2012-04
1966216,김미희,통합진보당,,2012-04
1967147,송호창,민주통합당,,2012-04
