bill_id,proposed_date,bill_name
1902366,2012-10-31,국민건강보험법 일부개정법률안
1901183,2012-08-16,도시철도법 일부개정법률안
1909208,2014-02-03,공인중개사의 업무 및 부동산 거래신고에 관한 법률 일부개정법률안
1909592,2014-03-03,삶의 마지막 단계에서 자연스러운 죽음을 맞이할 권리에 관한 법안
1909903,2014-03-27,사회기반시설에 대한 민간투자법 일부개정법률안
1905204,2013-05-30,한국마사회법 일부개정법률안
1909644,2014-03-06,국회에서의 증언·감정 등에 관한 법률 일부개정법률안
1909954,2014-03-31,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(교육ㆍ사회ㆍ문화에 관한 질문)
1909553,2014-02-28,한국공항공사법 일부개정법률안(대안)
1909705,2014-03-13,신문산업진흥에 관한 특별법안
1909447,2014-02-19,뉴스통신 진흥에 관한 법률 일부개정법률안
1909604,2014-03-03,다중이용업소의 안전관리에 관한 특별법 일부개정법률안
1909993,2014-04-02,고등교육법 일부개정법률안
1904022,2013-03-11,개인정보 보호법 일부개정법률안
1909270,2014-02-05,국가재정법 일부개정법률안
1909758,2014-03-18,신용정보의 이용 및 보호에 관한 법률 일부개정법률안
1909383,2014-02-14,의료법 일부개정법률안
1903052,2012-12-07,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안
1909274,2014-02-06,보험업법 일부개정법률안
1909532,2014-02-27,인체조직안전 및 관리 등에 관한 법률 일부개정법률안(대안)
1909031,2014-01-10,아동복지법 일부개정법률안
1903381,2013-01-22,소비자기본법 일부개정법률안
1909207,2014-02-03,조세특례제한법 일부개정법률안
1909869,2014-03-25,민법 일부개정법률안
1909551,2014-02-28,야생생물 보호 및 관리에 관한 법률 일부개정법률안(대안)
1905202,2013-05-30,자본시장과 금융투자업에 관한 법률 일부개정법률안
1900105,2012-06-13,공공기관의 운영에 관한 법률 일부개정법률안
1909785,2014-03-19,유료도로법 일부개정법률안
1909350,2014-02-11,주민등록법 일부개정법률안
1909084,2014-01-16,과학기술기본법 일부개정법률안
1909168,2014-01-28,정보통신기반 보호법 일부개정법률안
1909816,2014-03-20,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안
1909142,2014-01-24,조세특례제한법 일부개정법률안
1909583,2014-02-28,한부모가족지원법 일부개정법률안
1909313,2014-02-07,사행산업통합감독위원회법 일부개정법률안
1909697,2014-03-13,국가재정법 일부개정법률안
1909497,2014-02-25,평생교육법 일부개정법률안
1900534,2012-07-05,산업기술의 유출방지 및 보호에 관한 법률 일부개정법률안
1909109,2014-01-20,낚시 관리 및 육성법 일부개정법률안
1909657,2014-03-07,물가안정에 관한 법률 일부개정법률안
1905362,2013-06-07,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안
1903218,2013-01-01,유통산업발전법 일부개정법률안(대안)
1909754,2014-03-17,한국은행법 일부개정법률안
1909840,2014-03-21,군사기지 및 군사시설 보호법 일부개정법률안
1900716,2012-07-17,다중이용시설 등의 실내공기질관리법 일부개정법률안
1909125,2014-01-22,도시공원 및 녹지 등에 관한 법률 일부개정법률안
1909611,2014-03-04,소방공무원법 일부개정법률안
1905397,2013-06-10,특허법 일부개정법률안
1905394,2013-06-10,수입식품안전관리 특별법안
1905388,2013-06-10,군인사법 일부개정법률안
1905396,2013-06-10,화학물질 및 화학물질이 함유된 제품 등에 의한 피해 구제에 관한 법률안
1900482,2012-07-04,지방세법 일부개정법률안
1909806,2014-03-19,신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안
1909734,2014-03-14,고용보험법 일부개정법률안
1909902,2014-03-27,도시 및 주거환경정비법 일부개정법률안
1909252,2014-02-05,한국주택금융공사법 일부개정법률안
1900184,2012-06-19,통영의 딸 신숙자 모녀 생사확인 및 송환 촉구 결의안
1905248,2013-05-31,국제회의산업 육성에 관한 법률 일부개정법률안
ZZ19047,2013-02-20,국무위원후보자(여성가족부장관 조윤선) 인사청문요청안
1900874,2012-07-25,남북관계 개선 및 인도적 대북지원 촉구 결의안
1900601,2012-07-09,지방재정 특별위원회 구성의 건
1905212,2013-05-31,산업안전보건법 일부개정법률안
1905375,2013-06-07,조세특례제한법 일부개정법률안
1905243,2013-05-31,전기사업법 일부개정법률안
1909058,2014-01-13,국가재정법 일부개정법률안
1909231,2014-02-04,암관리법 일부개정법률안
1909062,2014-01-14,원자력안전위원회의 설치 및 운영에 관한 법률 일부개정법률안
1905221,2013-05-31,가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안
1905234,2013-05-31,중소기업창업 지원법 일부개정법률안
1900151,2012-06-15,연금제도개선특별위원회 구성결의안
1903712,2013-02-13,구미 불산가스 유출사고 관련 감사요구안
1901280,2012-08-23,국민건강보험법 일부개정법률안
1909334,2014-02-10,지방자치단체 기금관리기본법 일부개정법률안
1909163,2014-01-28,여객자동차 운수사업법 일부개정법률안
1909951,2014-03-31,국무총리 및 국무위원 출석요구의 건(정치에 관한 질문)
1903716,2013-02-14,휴회의 건
1909044,2014-01-10,의료사고 피해구제 및 의료분쟁 조정 등에 관한 법률 일부개정법률안
1900143,2012-06-14,장애인특별위원회 구성결의안
1901779,2012-09-13,본회의 의결을 요하는 국정감사대상기관 승인의 건
1900579,2012-07-09,국회의원(정두언) 체포동의안
1905240,2013-05-31,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설)
1901484,2012-08-31,국무총리·국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)
1905283,2013-06-03,하도급거래 공정화에 관한 법률 일부개정법률안
1909670,2014-03-10,수상레저안전법 일부개정법률안
1905255,2013-05-31,국무총리·국무위원 및 정부위원 출석요구의 건(교육·사회·문화에 관한 질문)
1905359,2013-06-07,임금채권보장법 일부개정법률안
1905366,2013-06-07,후천성면역결핍증 예방법 일부개정법률안
1905210,2013-05-31,조세특례제한법 일부개정법률안
1909100,2014-01-17,국세징수법 일부개정법률안
1907691,2013-11-11,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안
1901100,2012-08-08,김영환 등 한국인 4인에 대한 중국정부의 고문 등 가혹행위 의혹 진상규명 및 재발 방지 촉구 결의안
1903605,2013-02-04,교통사고 제로화 실천 결의안
ZZ19041,2013-02-19,중앙선거관리위원회 위원후보자(이인복) 인사청문요청안
1909024,2014-01-08,국세청법안
1909985,2014-04-01,해사안전법 일부개정법률안
1908040,2013-11-25,공공기관의 운영에 관한 법률 일부개정법률안
ZZ19057,2013-03-19,경찰청장후보자(이성한) 인사청문요청안
1903853,2013-02-25,2012년도 국정감사 결과보고서 채택의 건
1900866,2012-07-25,수서발 고속철도 노선의 민영화 철회 촉구 결의안
1909352,2014-02-11,임대주택법 일부개정법률안
1909491,2014-02-24,체육시설의 설치·이용에 관한 법률 일부개정법률안
1900670,2012-07-13,공공기관의 운영에 관한 법률 일부개정법률안
1909366,2014-02-13,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안
1904029,2013-03-11,지방세기본법 일부개정법률안
1905237,2013-05-31,조세특례제한법 일부개정법률안
1905363,2013-06-07,댐건설 및 주변지역지원 등에 관한 법률 일부개정법률안
1905343,2013-06-05,고압가스 안전관리법 일부개정법률안
1901461,2012-08-31,주식백지신탁 심사위원회 위원(이철웅) 추천안
1909405,2014-02-17,응급의료에 관한 법률 일부개정법률안
1909683,2014-03-12,주민등록법 일부개정법률안
1909811,2014-03-20,국민체육진흥법 일부개정법률안
1900320,2012-06-26,공공기관의 운영에 관한 법률 일부개정법률안
1905384,2013-06-10,LA주립박물관 소장 문정왕후 어보 반환 촉구 결의안
1902411,2012-11-05,대한민국 정부와 중화인민공화국 정부 간의 사회보험에 관한 협정 비준동의안
1905368,2013-06-07,상법 일부개정법률안
1909809,2014-03-20,교육공무원법 일부개정법률안
1900353,2012-06-27,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안
1905373,2013-06-07,영유아보육법 일부개정법률안
1905251,2013-05-31,송ㆍ변전시설 입지선정과 주변지역의 보상 및 지원에 관한 법률안
1909472,2014-02-21,고용보험법 일부개정법률안
1909112,2014-01-20,원자력발전소 신규건설 추진포기와 수명연장 중단 여부에 대한 국민투표와 공론조사 실시 촉구 결의안
1909498,2014-02-25,2013년도 국정감사 결과보고서 채택의 건
1905232,2013-05-31,국민연금법 일부개정법률안
1909925,2014-03-28,고용상 연령차별금지 및 고령자고용촉진에 관한 법률 일부개정법률안
1909648,2014-03-07,해양경제특별구역의 지정 및 운영에 관한 특별법안
1904025,2013-03-11,참전유공자예우 및 단체설립에 관한 법률 일부개정법률안
1905416,2013-06-11,대한민국과 녹색기후기금 간의 녹색기후기금의 본부에 관한 협정 비준동의안
1905457,2013-06-13,공공의료 정상화를 위한 국정조사계획서 승인의 건
1903336,2013-01-16,공공기관의 운영에 관한 법률 일부개정법률안
1905450,2013-06-12,가맹사업거래의 공정화에 관한 법률 일부개정법률안
1905413,2013-06-11,전쟁기념사업회법 일부개정법률안
1909654,2014-03-07,대한노인회 지원에 관한 법률 일부개정법률안
1909520,2014-02-27,자동차관리법 일부개정법률안
1909814,2014-03-20,고용보험법 일부개정법률안
1912325,2014-11-06,사회기반시설에 대한 민간투자법 일부개정법률안
1901395,2012-08-29,대한민국과 터키공화국 간의 상품무역에 관한 협정 비준동의안
ZZ19023,2012-11-01,국군포로 송환 및 대우 등에 관한 법률 일부개정 법률안 관련 의견표명 결정문
ZZ19045,2013-02-19,국무위원후보자(지식경제부장관 윤상직) 인사청문요청안
1909973,2014-04-01,지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안
1909235,2014-02-04,은행법 일부개정법률안
1909198,2014-02-03,법인세법 일부개정법률안
1909343,2014-02-10,국회법 일부개정법률안
1912726,2014-11-27,자본시장과 금융투자업에 관한 법률 일부개정법률안
1909922,2014-03-28,동물보호법 일부개정법률안
1909588,2014-02-28,3·1운동의 유네스코 세계기록유산 지정을 위한 촉구 결의안
1909178,2014-01-28,신용정보의 이용 및 보호에 관한 법률 일부개정법률안
1909316,2014-02-07,과학기술유공자 예우 및 지원에 관한 법률안
1909974,2014-04-01,사회적기업 육성법 일부개정법률안
1909238,2014-02-04,남녀고용평등과 일·가정 양립 지원에 관한 법률 전부개정법률안
1909402,2014-02-17,대한민국 정부와 중화인민공화국 홍콩특별행정구 정부 간의 수형자이송에 관한 협정 비준동의안
1909321,2014-02-07,생활체육진흥법안
1913808,2015-01-27,공공기관의 운영에 관한 법률 일부개정법률안
1909680,2014-03-12,학교보건법 일부개정법률안
1909544,2014-02-28,근로기준법 일부개정법률안(대안)
1909156,2014-01-27,국가공무원법 일부개정법률안
1909245,2014-02-05,특정범죄 가중처벌 등에 관한 법률 일부개정법률안
1909878,2014-03-26,대한민국국기법 일부개정법률안
1909483,2014-02-24,국회의원윤리실천특별법안
1909824,2014-03-21,도시 및 주거환경정비법 일부개정법률안
1909390,2014-02-14,개인정보 보호법 일부개정법률안
1909217,2014-02-04,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안
1909041,2014-01-10,약사법 일부개정법률안
1909549,2014-02-28,토양환경보전법 일부개정법률안(대안)
1909082,2014-01-16,최저임금법 일부개정법률안
1909822,2014-03-20,발암물질 등의 관리 및 암 예방 특별법안
1909607,2014-03-04,담배사업법 일부개정법률안
1909975,2014-04-01,저작권법 일부개정법률안
1909702,2014-03-13,정치자금법 일부개정법률안
1909063,2014-01-14,진실·화해를 위한 과거사정리 기본법 일부개정법률안
1909916,2014-03-28,국민기초생활 보장법 일부개정법률안
1902501,2012-11-08,산업입지 및 개발에 관한 법률 일부개정법률안
1909358,2014-02-12,정부조직법 일부개정법률안
1909599,2014-03-03,관광진흥법 일부개정법률안
1905382,2013-06-10,파견근로자보호 등에 관한 법률 일부개정법률안
1905378,2013-06-10,독점규제 및 공정거래에 관한 법률 일부개정법률안
1909485,2014-02-24,건축법 일부개정법률안
1909628,2014-03-06,대한민국예술원법 일부개정법률안
1910354,2014-04-29,전기사업법 일부개정법률안(대안)
1909896,2014-03-27,잡지 등 정기간행물의 진흥에 관한 법률 일부개정법률안
1909181,2014-01-28,국무총리 및 국무위원 출석요구의 건(정치에 관한 질문)
1909294,2014-02-06,국회법 일부개정법률안
1909258,2014-02-05,건축법 일부개정법률안
1909505,2014-02-26,방송통신위원회 위원(고삼석) 추천안
1909038,2014-01-10,국가재정법 일부개정법률안
1909308,2014-02-07,교통약자의 이동편의 증진법 일부개정법률안
1909247,2014-02-05,정부조직법 일부개정법률안
1909562,2014-02-28,개인정보 보호법 일부개정법률안
1909852,2014-03-24,내성천 복원과 영주댐 건설 재검토 촉구 결의안
1905385,2013-06-10,조세특례제한법 일부개정법률안
1905387,2013-06-10,국세기본법 일부개정법률안
1910358,2014-04-29,취업 후 학자금 상환 특별법 일부개정법률안(대안)
1909001,2014-01-06,전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안
1909740,2014-03-14,지방교육자치에 관한 법률 일부개정법률안
1913926,2015-02-05,정부업무평가 기본법 일부개정법률안
1905431,2013-06-12,원자력안전위원회 위원(김익중) 추천안
1905395,2013-06-10,지방재정법 일부개정법률안
1909540,2014-02-28,산림조합법 일부개정법률안(대안)
1909133,2014-01-23,지방교육자치에 관한 법률 일부개정법률안
1909686,2014-03-12,한국관광공사법 일부개정법률안
1915156,2015-05-15,국민건강보험법 일부개정법률안
1905418,2013-06-12,자본시장과 금융투자업에 관한 법률 일부개정법률안
1905423,2013-06-12,상설특별검사의 임명 등에 관한 법률안
1900109,2012-06-13,국회의원(문대성) 사퇴 촉구 결의안
1905469,2013-06-13,특수임무수행자 보상에 관한 법률 일부개정법률안
1909020,2014-01-08,조세범 처벌법 일부개정법률안
1909416,2014-02-17,가축전염병 예방법 일부개정법률안
1905474,2013-06-13,평생교육법 일부개정법률안
1905443,2013-06-12,국가공무원법 일부개정법률안
1905428,2013-06-12,원자력안전위원회 위원(김혜정) 추천안
1915640,2015-06-18,여신전문금융업법 일부개정법률안
1909695,2014-03-12,전통시장 내의 특정건축물 정리에 관한 특별조치법안
1909768,2014-03-18,범죄피해자 보호법 일부개정법률안
1909346,2014-02-11,고려인 이주 150주년 기념사업 지원을 위한 촉구 결의안
1909772,2014-03-18,교원지위향상을 위한 특별법 일부개정법률안
1916166,2015-07-21,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안
1905452,2013-06-12,대리점거래의 공정화에 관한 법률안
1916102,2015-07-17,여신전문금융업법 일부개정법률안
1909419,2014-02-17,인사청문회법 일부개정법률안
1909789,2014-03-19,관광진흥개발기금법 일부개정법률안
1909449,2014-02-19,발전소주변지역 지원에 관한 법률 일부개정법률안
1910353,2014-04-28,해양환경관리법 일부개정법률안(대안)
1909463,2014-02-20,국회의원(홍문종) 징계안
1909403,2014-02-17,공직선거법 일부개정법률안
1917130,2015-10-08,지뢰피해자 지원에 관한 특별법 일부개정법률안
1909526,2014-02-27,건강가정기본법 일부개정법률안(위원회안)
1917127,2015-10-08,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안
1910366,2014-04-29,특정건축물 정리에 관한 특별조치법 일부개정법률안(대안)
1905410,2013-06-11,여성발전기본법 일부개정법률안
1909782,2014-03-18,문화예술교육 지원법 일부개정법률안
1909033,2014-01-10,지방공무원법 일부개정법률안
1909569,2014-02-28,공인중개사의 업무 및 부동산 거래신고에 관한 법률 일부개정법률안
1909293,2014-02-06,상가건물 임대차보호법 일부개정법률안
1909935,2014-03-31,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안
1905417,2013-06-11,초·중등교육법 일부개정법률안
1905406,2013-06-11,수질 및 수생태계 보전에 관한 법률 일부개정법률안
1917248,2015-10-16,한국주택금융공사법 일부개정법률안
1909349,2014-02-11,국민의 형사재판 참여에 관한 법률 일부개정법률안
1909971,2014-04-01,국세기본법 일부개정법률안
1904612,2013-04-22,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안
1905403,2013-06-11,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안
1909093,2014-01-17,농업소득의 보전에 관한 법률 일부개정법률안
1909013,2014-01-07,범죄수익은닉의 규제 및 처벌 등에 관한 법률 일부개정법률안
1917280,2015-10-20,여신전문금융업법 일부개정법률안
1905415,2013-06-11,원양산업발전법 일부개정법률안
1905408,2013-06-11,모자보건법 일부개정법률안
1904140,2013-03-19,예산·재정개혁 특별위원회 구성결의안
1909046,2014-01-10,영유아보육법 일부개정법률안
1909844,2014-03-21,산업재해보상보험법 일부개정법률안
1905412,2013-06-11,청년고용촉진 특별법 일부개정법률안
1905409,2013-06-11,고등교육법 일부개정법률안
1905414,2013-06-11,조세특례제한법 일부개정법률안
1909968,2014-03-31,해양경제특별구역의 지정 및 운영에 관한 특별법안
1909994,2014-04-02,국민체육진흥법 일부개정법률안
1909972,2014-04-01,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안
1909467,2014-02-20,집합건물의 소유 및 관리에 관한 법률 일부개정법률안
1905405,2013-06-11,전력기술관리법 일부개정법률안
1905433,2013-06-12,원자력안전위원회 위원(나성호) 추천안
1905411,2013-06-11,초고층 및 지하연계 복합건축물 재난관리에 관한 특별법 일부개정법률안
1909143,2014-01-24,지방세특례제한법 일부개정법률안
1917391,2015-10-26,출입국관리법 일부개정법률안
1909086,2014-01-17,국회법 일부개정법률안
1905404,2013-06-11,자본시장과 금융투자업에 관한 법률 일부개정법률안
1905466,2013-06-13,보조금 관리에 관한 법률 일부개정법률안
1909394,2014-02-14,민법 일부개정법률안
1905481,2013-06-13,약관의 규제에 관한 법률 일부개정법률안
1904582,2013-04-18,가습기살균제의 흡입독성 화학물질에 의한 피해구제에 관한 법률안
1909841,2014-03-21,변호사법 일부개정법률안
1902052,2012-09-28,2013년도에 발행하는 한국장학재단채권에 대한 국가보증동의안
1905430,2013-06-12,국립묘지의 설치 및 운영에 관한 법률 일부개정법률안
1909939,2014-03-31,먹는물관리법 일부개정법률안
1909780,2014-03-18,산업안전보건법 일부개정법률안
1909256,2014-02-05,도로교통법 일부개정법률안
1909379,2014-02-14,문화재보호법 일부개정법률안
1905471,2013-06-13,주택법 일부개정법률안
1909365,2014-02-13,2013년도 국정감사 결과보고서 채택의 건
1909227,2014-02-04,약사법 일부개정법률안
1909267,2014-02-05,지방세법 일부개정법률안
1909955,2014-03-31,전자금융거래법 일부개정법률안
1909127,2014-01-22,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안
1909777,2014-03-18,기업도시개발 특별법 일부개정법률안
1905440,2013-06-12,문화재보호법 일부개정법률안
1917478,2015-10-30,서민의 금융복지 지원에 관한 법률안
1909938,2014-03-31,유엔 사무국 및 관련 산하기관 발간 지도상 동해 표기 촉구 결의안
1905435,2013-06-12,응급의료에 관한 법률 일부개정법률안
1909382,2014-02-14,신용정보의 이용 및 보호에 관한 법률 일부개정법률안
1905427,2013-06-12,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 일부개정법률안
1909558,2014-02-28,가축분뇨의 관리 및 이용에 관한 법률 일부개정법률안(대안)
1902097,2012-09-28,가맹사업거래의 공정화에 관한 법률 일부개정법률안
1909003,2014-01-06,전기통신사업법 일부개정법률안
1909452,2014-02-20,산림자원의 조성 및 관리에 관한 법률 일부개정법률안(대안)
1905425,2013-06-12,경찰법 일부개정법률안
1905429,2013-06-12,도로교통법 일부개정법률안
1904218,2013-03-22,철도건설법 일부개정법률안
1909679,2014-03-11,학원의 설립·운영 및 과외교습에 관한 법률 일부개정법률안
1905447,2013-06-12,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안
1905420,2013-06-12,보훈기금법 일부개정법률안
1917538,2015-11-02,대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안
1909268,2014-02-05,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안
1905436,2013-06-12,국가유공자 등 단체 설립에 관한 법률 일부개정법률안
1909987,2014-04-01,농수산물 품질관리법 일부개정법률안
1909848,2014-03-24,공직선거법 일부개정법률안
1909459,2014-02-20,여권법 일부개정법률안
1909511,2014-02-26,헌법재판소법 일부개정법률안
1901344,2012-08-27,청년고용촉진 특별법 일부개정법률안
1909291,2014-02-06,상법 일부개정법률안
1909953,2014-03-31,국무총리ㆍ국무위원 및 정부위원 출석요구의 건(경제에 관한 질문)
1905456,2013-06-12,원자력안전법 일부개정법률안
1905453,2013-06-12,정부조직법 일부개정법률안
1917719,2015-11-12,자본시장과 금융투자업에 관한 법률 일부개정법률안
1900695,2012-07-16,지방세특례제한법 일부개정법률안
1909176,2014-01-28,지방교육재정교부금법 일부개정법률안
1909461,2014-02-20,금융 및 기초생활소양 교육 지원법안
1909893,2014-03-27,임대주택법 일부개정법률안
1905449,2013-06-12,폐기물관리법 일부개정법률안
1909552,2014-02-28,악취방지법 일부개정법률안(대안)
1905422,2013-06-12,체육시설의 설치·이용에 관한 법률 일부개정법률안
1909164,2014-01-28,유통산업발전법 일부개정법률안
1909026,2014-01-09,주식회사의 외부감사에 관한 법률 일부개정법률안
1909488,2014-02-24,자원봉사활동 기본법 일부개정법률안
1909677,2014-03-11,산림자원의 조성 및 관리에 관한 법률 일부개정법률안
1909525,2014-02-27,화장품법 일부개정법률안(대안)
1905495,2013-06-14,건축법 일부개정법률안
1904159,2013-03-20,한의약법안
1909787,2014-03-19,도시교통정비 촉진법 일부개정법률안
1904225,2013-03-22,국회의원(김재연) 자격심사안
1904145,2013-03-19,방송공정성 특별위원회 구성결의안
1905499,2013-06-14,형의 집행 및 수용자의 처우에 관한 법률 일부개정법률안
1904562,2013-04-18,2013년도 제1회 추가경정예산안
1909979,2014-04-01,장애인복지법 일부개정법률안
1918621,2016-03-02,국가인권위원회 위원(정상환) 선출안
1918622,2016-03-02,은행법 일부개정법률안(대안)
1918623,2016-03-02,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 일부개정법률안(대안)
1918624,2016-03-02,기업구조조정 촉진법안(위원회안)
1909128,2014-01-22,화장품법 일부개정법률안
1918625,2016-03-02,방문판매 등에 관한 법률 일부개정법률안(대안)
1905480,2013-06-13,독점규제 및 공정거래에 관한 법률 일부개정법률안
1905458,2013-06-13,고등교육법 일부개정법률안
1909083,2014-01-16,통신비밀보호법 전부개정법률안
1909640,2014-03-06,정당법 일부개정법률안
1918629,2016-03-02,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안(대안)
1905477,2013-06-13,전기통신사업법 일부개정법률안
1909982,2014-04-01,근로기준법 일부개정법률안
1905485,2013-06-13,여신전문금융업법 일부개정법률안
1905438,2013-06-12,동북아역사왜곡대책 특별위원회 구성결의안
1900144,2012-06-14,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안
1902599,2012-11-15,2007년 제2차 남북정상회담 대화록 중 노무현 전 대통령의 북방한계선(NLL) 및 북핵 관련 발언과 2007년 8월 18일 제2차 남북정상회담 추진위원회(위원장 문재인) 회의 보고서ㆍ회의록 등 자료 제출 요구안
ZZ19018,2012-09-28,2012년 국고보조사업 운용평가보고서
1918632,2016-03-02,한국주택금융공사법 일부개정법률안(대안)
1909834,2014-03-21,형법 일부개정법률안
1909539,2014-02-28,수산업협동조합법 일부개정법률안(대안)
1909890,2014-03-26,식품위생법 일부개정법률안
1905470,2013-06-13,금융회사의 지배구조에 관한 법률안
1905462,2013-06-13,개발이익환수에 관한 법률 일부개정법률안
1905488,2013-06-13,소득세법 일부개정법률안
1903568,2013-02-01,국무총리 및 국무위원 출석요구의 건(국정에 관한 교섭단체 대표연설)
1909668,2014-03-10,의료법 일부개정법률안
1918634,2016-03-02,자산유동화에 관한 법률 일부개정법률안(대안)
1909669,2014-03-10,아동복지법 일부개정법률안
1905460,2013-06-13,휴회의 건
1901505,2012-09-03,제311회국회(정기회) 회기결정의 건
ZZ19053,2013-02-20,국무위원후보자(고용노동부장관 방하남) 인사청문요청안
1905464,2013-06-13,기초노령연금법 일부개정법률안
1909050,2014-01-10,국민기초생활 보장법 일부개정법률안
1909944,2014-03-31,환경영향평가법 일부개정법률안
1909186,2014-01-29,친환경농어업 육성 및 유기식품 등의 관리·지원에 관한 법률 일부개정법률안
1909602,2014-03-03,도시교통정비 촉진법 일부개정법률안
1909389,2014-02-14,영유아보육법 일부개정법률안
1918639,2016-03-02,하도급거래 공정화에 관한 법률 일부개정법률안(대안)
1905473,2013-06-13,5·18민주화운동 등에 관한 특별법 일부개정법률안
1918640,2016-03-02,소비자기본법 일부개정법률안(대안)
1900524,2012-07-05,국회의원(윤금순) 사직의 건
1918642,2016-03-02,보험사기방지 특별법안(대안)
1909967,2014-03-31,정보화마을의 조성 및 육성에 관한 법률안
ZZ19191,2016-03-03,민주화운동관련자명예회복및보상심의위원회 위원 추천의 건
1909016,2014-01-07,공직선거법 일부개정법률안
ZZ19016,2012-09-28,2012~2016년 국가재정운용계획
ZZ19022,2012-10-24,사학분쟁조정위원회 위원 추천의 건
ZZ19040,2013-02-18,국무총리실 불법사찰 직권사건 관련 권고 결정문
1901865,2012-09-19,휴회의 건
1902371,2012-11-01,휴회의 건
ZZ19055,2013-03-05,국가정보원장후보자(남재준) 인사청문요청안
1901218,2012-08-20,ILO 핵심협약 비준 촉구 결의안
1909135,2014-01-23,국방·군사시설이전 특별회계법 일부개정법률안
1918509,2016-02-02,담배사업법 일부개정법률안(대안)
1918510,2016-02-02,엽연초생산협동조합법 일부개정법률안(대안)
1918511,2016-02-02,사회기반시설에 대한 민간투자법 일부개정법률안(대안)
1918512,2016-02-02,국유재산특례제한법 일부개정법률안(대안)
1918513,2016-02-02,협동조합 기본법 일부개정법률안(대안)
1901310,2012-08-24,김영환씨 등 한국인 4인에 대한 중국정부의 고문 등 가혹행위 의혹 진상규명 및 재발방지 촉구 결의안(대안)
ZZ19072,2013-06-03,유네스코한국위원회 제29대 위원 지명의 건
1918514,2016-02-02,복권 및 복권기금법 일부개정법률안(대안)
ZZ19001,2012-05-31,2011회계연도 결산검사결과 보고
1909795,2014-03-19,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안
1902163,2012-10-09,낙동강수계 물관리 및 주민지원 등에 관한 법률 일부개정법률안
1909369,2014-02-13,국립대학법인 서울대학교 설립·운영에 관한 법률 일부개정법률안
1909594,2014-03-03,임대주택법 일부개정법률안
1918515,2016-02-02,외국환거래법 일부개정법률안(대안)
1918516,2016-02-02,국세징수법 일부개정법률안(대안)
1918517,2016-02-02,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안(대안)
1918518,2016-02-02,결혼중개업의 관리에 관한 법률 일부개정법률안(대안)
1909012,2014-01-07,도시 및 주거환경정비법 일부개정법률안
1909850,2014-03-24,환경미화원법안
1909496,2014-02-25,국가장애인위원회 설치 및 운영에 관한 법률안
1918520,2016-02-02,다문화가족지원법 일부개정법률안(대안)
1902732,2012-11-22,위문금 갹출의 건
ZZ19071,2013-06-03,공익사업선정위원회 위원 추천의 건
1918521,2016-02-02,청소년 기본법 일부개정법률안(대안)
ZZ19065,2013-03-28,2012회계연도(뉴스통신진흥회ㆍ연합뉴스) 결산서
1904587,2013-04-18,일본의 독도 왜곡 고등학교 교과서 검정 승인 취소 촉구 결의안
1909713,2014-03-13,약사법 일부개정법률안
1909280,2014-02-06,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안
1902797,2012-11-26,국회의원(박근혜) 사직의 건
1918522,2016-02-02,청소년활동 진흥법 일부개정법률안(대안)
1918530,2016-02-03,관세사법 일부개정법률안(대안)
1918531,2016-02-03,주세법 일부개정법률안(대안)
1909723,2014-03-14,도로교통법 일부개정법률안
ZZ19068,2013-05-31,2012회계연도 기금운용평가보고서
ZZ19067,2013-05-28,지방자치발전위원회 위원 추천의 건
1900629,2012-07-11,휴회의 건
1902049,2012-09-28,2013년도 임대형 민자사업(BTL) 한도액안
